"","CT_ID_10","year","parcelpct","privateconflict","socdis","udensity","violence","ISD_nbhd","rperunit","udensity_lag1","udensity_lag2","parcelpct_lag1","parcelpct_lag2","rperunit_lag1","rperunit_lag2","medincome","udensity_lead1","udensity_lead2","parcelpct_lead1","parcelpct_lead2","rperunit_lead1","rperunit_lead2"
"25025081300-2014","25025081300","2014",0.014344262295082,16.4150943396226,16.6037735849057,0.0032183908045977,66.6037735849057,18,0.0101149425287356,0.00284629981024668,0,0.0122950819672131,0,0,0,21634,0.00319051959890611,0.00448028673835125,0.0102459016393443,0.0184426229508197,0.0464904284412033,0.152329749103943
"25025081300-2015","25025081300","2015",0.0102459016393443,17.0464740714158,19.3791494706621,0.00319051959890611,58.8551946886775,18,0.0464904284412033,0.0032183908045977,0.00284629981024668,0.014344262295082,0.0122950819672131,0.0101149425287356,0,20914,0.00448028673835125,0.00997830802603037,0.0184426229508197,0.040983606557377,0.152329749103943,0.198264642082429
"25025081300-2016","25025081300","2016",0.0184426229508197,19.1997129014893,17.2259106405886,0.00448028673835125,57.0608289969496,18,0.152329749103943,0.00319051959890611,0.0032183908045977,0.0102459016393443,0.014344262295082,0.0464904284412033,0.0101149425287356,18275,0.00997830802603037,NA,0.040983606557377,NA,0.198264642082429,NA
"25025081300-2017","25025081300","2017",0.040983606557377,15.6109815180334,23.3267539924637,0.00997830802603037,50.4216759375561,18,0.198264642082429,0.00448028673835125,0.00319051959890611,0.0184426229508197,0.0102459016393443,0.152329749103943,0.0464904284412033,17690,NA,NA,NA,NA,NA,NA
"25025081400-2011","25025081400","2011",0.00636132315521628,19.0476190476191,3.06122448979592,0.00350877192982456,40.8163265306122,18,0.0568421052631579,NA,NA,NA,NA,NA,NA,46919,0,0.00574712643678161,0,0.0089058524173028,0.0609397944199706,0.0538793103448276
"25025081400-2012","25025081400","2012",0,16.7865707434053,5.13874614594039,0,47.2764645426516,18,0.0609397944199706,0.00350877192982456,NA,0.00636132315521628,NA,0.0568421052631579,NA,45978,0.00574712643678161,0.0169611307420495,0.0089058524173028,0.0279898218829517,0.0538793103448276,0.151943462897526
"25025081400-2013","25025081400","2013",0.0089058524173028,17.8259349877665,9.08773156239077,0.00574712643678161,53.1282768262845,18,0.0538793103448276,0,0.00350877192982456,0,0.00636132315521628,0.0609397944199706,0.0568421052631579,43973,0.0169611307420495,0.0228690228690229,0.0279898218829517,0.0381679389312977,0.151943462897526,0.523215523215523
"25025081400-2014","25025081400","2014",0.0279898218829517,22.875816993464,7.26216412490922,0.0169611307420495,55.5555555555556,18,0.151943462897526,0.00574712643678161,0,0.0089058524173028,0,0.0538793103448276,0.0609397944199706,43688,0.0228690228690229,0.0360424028268551,0.0381679389312977,0.0547073791348601,0.523215523215523,0.997173144876325
"25025081400-2015","25025081400","2015",0.0381679389312977,18.4931506849315,10.6164383561644,0.0228690228690229,40.7534246575342,18,0.523215523215523,0.0169611307420495,0.00574712643678161,0.0279898218829517,0.0089058524173028,0.151943462897526,0.0538793103448276,42585,0.0360424028268551,0.0418049104180491,0.0547073791348601,0.0674300254452926,0.997173144876325,1.0371599203716
"25025081400-2016","25025081400","2016",0.0547073791348601,19.1780821917808,12.3287671232877,0.0360424028268551,33.2191780821918,18,0.997173144876325,0.0228690228690229,0.0169611307420495,0.0381679389312977,0.0279898218829517,0.523215523215523,0.151943462897526,34107,0.0418049104180491,NA,0.0674300254452926,NA,1.0371599203716,NA
"25025081400-2017","25025081400","2017",0.0674300254452926,18.8356164383562,12.3287671232877,0.0418049104180491,38.013698630137,18,1.0371599203716,0.0360424028268551,0.0228690228690229,0.0547073791348601,0.0381679389312977,0.997173144876325,0.523215523215523,38043,NA,NA,NA,NA,NA,NA
"25025081500-2011","25025081500","2011",0,12.2295390404516,2.82220131702728,0,28.692380056444,18,0,NA,NA,NA,NA,NA,NA,27417,0,0.0021978021978022,0,0.00527704485488127,0,0.0010989010989011
"25025081500-2012","25025081500","2012",0,15.0341685649203,6.37813211845102,0,26.4236902050114,18,0,0,NA,0,NA,0,NA,31786,0.0021978021978022,0.0031413612565445,0.00527704485488127,0.0079155672823219,0.0010989010989011,0.00104712041884817
"25025081500-2013","25025081500","2013",0.00527704485488127,19.6796338672769,5.03432494279176,0.0021978021978022,28.3752860411899,18,0.0010989010989011,0,0,0,0,0,0,31042,0.0031413612565445,0.00312174817898023,0.0079155672823219,0.0079155672823219,0.00104712041884817,0.0176899063475546
"25025081500-2014","25025081500","2014",0.0079155672823219,16.057091882248,4.014272970562,0.0031413612565445,20.9634255129349,18,0.00104712041884817,0.0021978021978022,0,0.00527704485488127,0,0.0010989010989011,0,32524,0.00312174817898023,0.00510204081632653,0.0079155672823219,0.0131926121372032,0.0176899063475546,0.0540816326530612
"25025081500-2015","25025081500","2015",0.0079155672823219,14.2682429677945,4.48430493273543,0.00312174817898023,21.1985324092947,18,0.0176899063475546,0.0031413612565445,0.0021978021978022,0.0079155672823219,0.00527704485488127,0.00104712041884817,0.0010989010989011,34107,0.00510204081632653,0.0110330992978937,0.0131926121372032,0.029023746701847,0.0540816326530612,0.186559679037111
"25025081500-2016","25025081500","2016",0.0131926121372032,13.0452507134121,2.03832042397065,0.00510204081632653,21.1985324092947,18,0.0540816326530612,0.00312174817898023,0.0031413612565445,0.0079155672823219,0.0079155672823219,0.0176899063475546,0.00104712041884817,33967,0.0110330992978937,NA,0.029023746701847,NA,0.186559679037111,NA
"25025081500-2017","25025081500","2017",0.029023746701847,11.4145943742356,4.0766408479413,0.0110330992978937,22.013860578883,18,0.186559679037111,0.00510204081632653,0.00312174817898023,0.0131926121372032,0.0079155672823219,0.0540816326530612,0.0176899063475546,31970,NA,NA,NA,NA,NA,NA
"25025081700-2011","25025081700","2011",0.00198412698412698,18.3094293561184,8.23924321025328,0.00121432908318154,46.3838877021666,18,0.00971463266545234,NA,NA,NA,NA,NA,NA,35589,0.00120264582080577,0.0023767082590612,0.00396825396825397,0.00793650793650794,0.0324714371617559,0.0261437908496732
"25025081700-2012","25025081700","2012",0.00396825396825397,28.2222868780914,7.85568810008728,0.00120264582080577,57.8993308117544,18,0.0324714371617559,0.00121432908318154,NA,0.00198412698412698,NA,0.00971463266545234,NA,22950,0.0023767082590612,0.00119545726240287,0.00793650793650794,0.00396825396825397,0.0261437908496732,0.0257023311416617
"25025081700-2013","25025081700","2013",0.00793650793650794,23.9736290080911,12.2864848666467,0.0023767082590612,65.3281390470483,18,0.0261437908496732,0.00120264582080577,0.00121432908318154,0.00396825396825397,0.00198412698412698,0.0324714371617559,0.00971463266545234,21635,0.00119545726240287,0.00225861095426313,0.00396825396825397,0.00595238095238095,0.0257023311416617,0.0694522868435912
"25025081700-2014","25025081700","2014",0.00396825396825397,27.614571092832,10.5757931844888,0.00119545726240287,65.2173913043478,18,0.0257023311416617,0.0023767082590612,0.00120264582080577,0.00793650793650794,0.00396825396825397,0.0261437908496732,0.0324714371617559,27787,0.00225861095426313,0.00284252416145537,0.00595238095238095,0.00992063492063492,0.0694522868435912,0.0631040363843093
"25025081700-2015","25025081700","2015",0.00595238095238095,32.9726944873776,10.0463678516229,0.00225861095426313,56.4142194744977,18,0.0694522868435912,0.00119545726240287,0.0023767082590612,0.00396825396825397,0.00793650793650794,0.0257023311416617,0.0261437908496732,30819,0.00284252416145537,0.0101294316263365,0.00992063492063492,0.0198412698412698,0.0631040363843093,0.124929656724817
"25025081700-2016","25025081700","2016",0.00992063492063492,21.1231324059763,5.15198351365276,0.00284252416145537,55.6414219474498,18,0.0631040363843093,0.00225861095426313,0.00119545726240287,0.00595238095238095,0.00396825396825397,0.0694522868435912,0.0257023311416617,30563,0.0101294316263365,NA,0.0198412698412698,NA,0.124929656724817,NA
"25025081700-2017","25025081700","2017",0.0198412698412698,27.047913446677,4.89438433797012,0.0101294316263365,49.2014425553838,18,0.124929656724817,0.00284252416145537,0.00225861095426313,0.00992063492063492,0.00595238095238095,0.0631040363843093,0.0694522868435912,36228,NA,NA,NA,NA,NA,NA
"25025081800-2011","25025081800","2011",0,23.1982678626663,14.5375811939375,0,69.2854933498299,18,0,NA,NA,NA,NA,NA,NA,41471,0.00212765957446809,0.00137931034482759,0.00462962962962963,0.00308641975308642,0,0
"25025081800-2012","25025081800","2012",0.00462962962962963,21.875,18.125,0.00212765957446809,74.375,18,0,0,NA,0,NA,0,NA,40809,0.00137931034482759,0.00979020979020979,0.00308641975308642,0.0200617283950617,0,0
"25025081800-2013","25025081800","2013",0.00308641975308642,22.2841225626741,14.7632311977716,0.00137931034482759,65.4596100278551,18,0,0.00212765957446809,0,0.00462962962962963,0,0,0,27162,0.00979020979020979,0.000658327847267939,0.0200617283950617,0.00154320987654321,0,0.00658327847267939
"25025081800-2014","25025081800","2014",0.0200617283950617,20.3317281968967,10.7009095773141,0.00979020979020979,47.3515248796148,18,0,0.00137931034482759,0.00212765957446809,0.00308641975308642,0.00462962962962963,0,0,25852,0.000658327847267939,0.00581020012911556,0.00154320987654321,0.0123456790123457,0.00658327847267939,0.0438992898644287
"25025081800-2015","25025081800","2015",0.00154320987654321,20.9335219236209,10.7496463932107,0.000658327847267939,44.1301272984441,18,0.00658327847267939,0.00979020979020979,0.00137931034482759,0.0200617283950617,0.00308641975308642,0,0,26012,0.00581020012911556,0.0173102529960053,0.0123456790123457,0.0354938271604938,0.0438992898644287,0.103195739014647
"25025081800-2016","25025081800","2016",0.0123456790123457,19.2362093352192,10.7496463932107,0.00581020012911556,43.2814710042433,18,0.0438992898644287,0.000658327847267939,0.00979020979020979,0.00154320987654321,0.0200617283950617,0.00658327847267939,0,35084,0.0173102529960053,NA,0.0354938271604938,NA,0.103195739014647,NA
"25025081800-2017","25025081800","2017",0.0354938271604938,19.5190947666195,11.5983026874116,0.0173102529960053,42.7157001414427,18,0.103195739014647,0.00581020012911556,0.000658327847267939,0.0123456790123457,0.00154320987654321,0.0438992898644287,0.00658327847267939,29829,NA,NA,NA,NA,NA,NA
"25025081900-2011","25025081900","2011",0,18.3686176836862,5.60398505603985,0,44.2092154420922,18,0,NA,NA,NA,NA,NA,NA,37004,0,0.000665335994677312,0,0.00238095238095238,0,0
"25025081900-2012","25025081900","2012",0,14.640356460853,4.77402928071292,0,49.6499045194144,18,0,0,NA,0,NA,0,NA,35432,0.000665335994677312,0.00668449197860963,0.00238095238095238,0.0214285714285714,0,0
"25025081900-2013","25025081900","2013",0.00238095238095238,20.7681365576102,3.69843527738265,0.000665335994677312,56.6145092460882,18,0,0,0,0,0,0,0,31411,0.00668449197860963,0.000657462195923734,0.0214285714285714,0.00238095238095238,0,0.0138067061143984
"25025081900-2014","25025081900","2014",0.0214285714285714,20.8955223880597,5.07462686567164,0.00668449197860963,54.0298507462687,18,0,0.000665335994677312,0,0.00238095238095238,0,0,0,30985,0.000657462195923734,0.00198675496688742,0.00238095238095238,0.00714285714285714,0.0138067061143984,0.00662251655629139
"25025081900-2015","25025081900","2015",0.00238095238095238,19.7349873132224,5.35663941358895,0.000657462195923734,40.3157597970116,18,0.0138067061143984,0.00668449197860963,0.000665335994677312,0.0214285714285714,0.00238095238095238,0,0,21594,0.00198675496688742,0.00853018372703412,0.00714285714285714,0.0285714285714286,0.00662251655629139,0.0269028871391076
"25025081900-2016","25025081900","2016",0.00714285714285714,26.219340287567,2.25542712151114,0.00198675496688742,38.0603326755004,18,0.00662251655629139,0.000657462195923734,0.00668449197860963,0.00238095238095238,0.0214285714285714,0.0138067061143984,0,20848,0.00853018372703412,NA,0.0285714285714286,NA,0.0269028871391076,NA
"25025081900-2017","25025081900","2017",0.0285714285714286,20.2988440936002,6.20242458415562,0.00853018372703412,41.4434733577671,18,0.0269028871391076,0.00198675496688742,0.000657462195923734,0.00714285714285714,0.00238095238095238,0.00662251655629139,0.0138067061143984,23750,NA,NA,NA,NA,NA,NA
"25025082000-2011","25025082000","2011",0,17.2717659499471,4.58230525202679,0,39.8308071906944,18,0,NA,NA,NA,NA,NA,NA,33148,0,0.00149476831091181,0,0.0036697247706422,0,0
"25025082000-2012","25025082000","2012",0,18.7568959176168,5.88451636631114,0,36.7782272894446,18,0,0,NA,0,NA,0,NA,43375,0.00149476831091181,0.00074019245003701,0.0036697247706422,0.0018348623853211,0,0
"25025082000-2013","25025082000","2013",0.0036697247706422,31.5596330275229,6.97247706422018,0.00149476831091181,52.8440366972477,18,0,0,0,0,0,0,0,36711,0.00074019245003701,0.00144822592324403,0.0018348623853211,0.0036697247706422,0,0.0463432295438088
"25025082000-2014","25025082000","2014",0.0018348623853211,30.0884955752212,7.78761061946903,0.00074019245003701,56.6371681415929,18,0,0.00149476831091181,0,0.0036697247706422,0,0,0,26276,0.00144822592324403,0.00147167034584253,0.0036697247706422,0.0036697247706422,0.0463432295438088,0.0353200883002208
"25025082000-2015","25025082000","2015",0.0036697247706422,18.2318541451668,10.3199174406605,0.00144822592324403,33.0237358101135,18,0.0463432295438088,0.00074019245003701,0.00149476831091181,0.0018348623853211,0.0036697247706422,0,0,26635,0.00147167034584253,0.0036231884057971,0.0036697247706422,0.00917431192660551,0.0353200883002208,0.0608695652173913
"25025082000-2016","25025082000","2016",0.0036697247706422,17.8878568971448,6.5359477124183,0.00147167034584253,42.65565875473,18,0.0353200883002208,0.00144822592324403,0.00074019245003701,0.0036697247706422,0.0018348623853211,0.0463432295438088,0,36685,0.0036231884057971,NA,0.00917431192660551,NA,0.0608695652173913,NA
"25025082000-2017","25025082000","2017",0.00917431192660551,22.703818369453,4.12796697626419,0.0036231884057971,41.6236670106639,18,0.0608695652173913,0.00147167034584253,0.00144822592324403,0.0036697247706422,0.0036697247706422,0.0353200883002208,0.0463432295438088,36067,NA,NA,NA,NA,NA,NA
"25025082100-2011","25025082100","2011",0,12.7944760357433,3.04630381803412,0,38.9926888708367,18,0,NA,NA,NA,NA,NA,NA,21585,0,0,0,0,0,0
"25025082100-2012","25025082100","2012",0,12.3678436066228,3.19170157590265,0,37.3030121683623,18,0,0,NA,0,NA,0,NA,20125,0,0.00133988387673068,0,0.00872093023255814,0,0
"25025082100-2013","25025082100","2013",0,13.9233263398817,4.76826244516498,0,49.3991989319092,18,0,0,0,0,0,0,0,20388,0.00133988387673068,0.000889284126278346,0.00872093023255814,0.00581395348837209,0,0.00355713650511338
"25025082100-2014","25025082100","2014",0.00872093023255814,18.3031458531935,5.71973307912297,0.00133988387673068,46.9018112488084,18,0,0,0,0,0,0,0,16599,0.000889284126278346,0.00177698800533096,0.00581395348837209,0.0116279069767442,0.00355713650511338,0.00399822301199467
"25025082100-2015","25025082100","2015",0.00581395348837209,14.8257968865827,3.89177168272795,0.000889284126278346,35.9525574499629,18,0.00355713650511338,0.00133988387673068,0,0.00872093023255814,0,0,0,17321,0.00177698800533096,0.00302245250431779,0.0116279069767442,0.0203488372093023,0.00399822301199467,0.0332469775474957
"25025082100-2016","25025082100","2016",0.0116279069767442,17.6056338028169,3.15048183839881,0.00177698800533096,36.5085248332098,18,0.00399822301199467,0.000889284126278346,0.00133988387673068,0.00581395348837209,0.00872093023255814,0.00355713650511338,0,18045,0.00302245250431779,NA,0.0203488372093023,NA,0.0332469775474957,NA
"25025082100-2017","25025082100","2017",0.0203488372093023,22.0533728687917,4.4477390659748,0.00302245250431779,28.3543365455893,18,0.0332469775474957,0.00177698800533096,0.000889284126278346,0.0116279069767442,0.00581395348837209,0.00399822301199467,0.00355713650511338,19129,NA,NA,NA,NA,NA,NA
"25025090100-2011","25025090100","2011",0,19.3806193806194,4.1958041958042,0,37.5624375624376,18,0,NA,NA,NA,NA,NA,NA,34153,0.00203252032520325,0.000508388408744281,0.00585651537335286,0.00146412884333821,0,0.00305033045246568
"25025090100-2012","25025090100","2012",0.00585651537335286,16.9524551831645,4.28682774746687,0.00203252032520325,36.4380358534684,18,0,0,NA,0,NA,0,NA,33333,0.000508388408744281,0.0004995004995005,0.00146412884333821,0.00146412884333821,0.00305033045246568,0.00649350649350649
"25025090100-2013","25025090100","2013",0.00146412884333821,20.7813798836243,5.8187863674148,0.000508388408744281,67.7472984206151,18,0.00305033045246568,0.00203252032520325,0,0.00585651537335286,0,0,0,31471,0.0004995004995005,0.000989119683481701,0.00146412884333821,0.00292825768667643,0.00649350649350649,0.00445103857566766
"25025090100-2014","25025090100","2014",0.00146412884333821,25.2463054187192,6.36288998357964,0.0004995004995005,65.2709359605911,18,0.00649350649350649,0.000508388408744281,0.00203252032520325,0.00146412884333821,0.00585651537335286,0.00305033045246568,0,31778,0.000989119683481701,0.00298210735586481,0.00292825768667643,0.00878477306002928,0.00445103857566766,0.00397614314115308
"25025090100-2015","25025090100","2015",0.00292825768667643,25.2576278035967,3.8391594261467,0.000989119683481701,48.2925843604769,18,0.00445103857566766,0.0004995004995005,0.000508388408744281,0.00146412884333821,0.00146412884333821,0.00649350649350649,0.00305033045246568,30943,0.00298210735586481,0.00685602350636631,0.00878477306002928,0.0175695461200586,0.00397614314115308,0.0959843290891283
"25025090100-2016","25025090100","2016",0.00878477306002928,17.5793089513033,4.64740351586179,0.00298210735586481,48.2925843604769,18,0.00397614314115308,0.000989119683481701,0.0004995004995005,0.00292825768667643,0.00146412884333821,0.00445103857566766,0.00649350649350649,28362,0.00685602350636631,NA,0.0175695461200586,NA,0.0959843290891283,NA
"25025090100-2017","25025090100","2017",0.0175695461200586,24.4493837138816,5.85976965043443,0.00685602350636631,38.391594261467,18,0.0959843290891283,0.00298210735586481,0.000989119683481701,0.00878477306002928,0.00292825768667643,0.00397614314115308,0.00445103857566766,30283,NA,NA,NA,NA,NA,NA
"25025090200-2011","25025090200","2011",0,20.1342281879195,5.36912751677852,0,46.9798657718121,18,0,NA,NA,NA,NA,NA,NA,18883,0,0.00111358574610245,0,0.00352112676056338,0,0
"25025090200-2012","25025090200","2012",0,12.2723673792557,5.1464766429137,0,43.5471100554236,18,0,0,NA,0,NA,0,NA,20942,0.00111358574610245,0.00341685649202733,0.00352112676056338,0.0105633802816901,0,0.0170842824601367
"25025090200-2013","25025090200","2013",0.00352112676056338,22.2408728493496,13.4284515316828,0.00111358574610245,74.6957616449853,18,0,0,0,0,0,0,0,22199,0.00341685649202733,0.00225225225225225,0.0105633802816901,0.00704225352112676,0.0170842824601367,0.0529279279279279
"25025090200-2014","25025090200","2014",0.0105633802816901,20.5562273276904,12.0918984280532,0.00341685649202733,63.2809351068118,18,0.0170842824601367,0.00111358574610245,0,0.00352112676056338,0,0,0,23067,0.00225225225225225,0.00116414435389988,0.00704225352112676,0.00352112676056338,0.0529279279279279,0.0547147846332945
"25025090200-2015","25025090200","2015",0.00704225352112676,18.3299389002037,10.183299389002,0.00225225225225225,65.173116089613,18,0.0529279279279279,0.00341685649202733,0.00111358574610245,0.0105633802816901,0.00352112676056338,0.0170842824601367,0,24432,0.00116414435389988,0.00228571428571429,0.00352112676056338,0.00704225352112676,0.0547147846332945,0.0674285714285714
"25025090200-2016","25025090200","2016",0.00352112676056338,21.5885947046843,7.33197556008147,0.00116414435389988,65.173116089613,18,0.0547147846332945,0.00225225225225225,0.00341685649202733,0.00704225352112676,0.0105633802816901,0.0529279279279279,0.0170842824601367,27045,0.00228571428571429,NA,0.00704225352112676,NA,0.0674285714285714,NA
"25025090200-2017","25025090200","2017",0.00704225352112676,17.9226069246436,8.55397148676171,0.00228571428571429,67.2097759674134,18,0.0674285714285714,0.00116414435389988,0.00225225225225225,0.00352112676056338,0.00704225352112676,0.0547147846332945,0.0529279279279279,27417,NA,NA,NA,NA,NA,NA
"25025090300-2011","25025090300","2011",0,16.9239904988124,7.42280285035629,0,55.8194774346793,18,0,NA,NA,NA,NA,NA,NA,17068,0,0.000766871165644172,0,0.00194552529182879,0,0
"25025090300-2012","25025090300","2012",0,18.0921052631579,9.86842105263158,0,45.7785087719298,18,0,0,NA,0,NA,0,NA,26684,0.000766871165644172,0.000736377025036819,0.00194552529182879,0.00194552529182879,0,0.0110456553755523
"25025090300-2013","25025090300","2013",0.00194552529182879,19.829248141008,5.783530707794,0.000766871165644172,65.8220875791793,18,0,0,0,0,0,0,0,27250,0.000736377025036819,0,0.00194552529182879,0,0.0110456553755523,0.0174545454545455
"25025090300-2014","25025090300","2014",0.00194552529182879,20.5113796010115,6.74346726608598,0.000736377025036819,48.8901376791233,18,0.0110456553755523,0.000766871165644172,0,0.00194552529182879,0,0,0,24271,0,0.00293685756240822,0,0.00778210116731518,0.0174545454545455,0.0220264317180617
"25025090300-2015","25025090300","2015",0,30.6875184420183,5.60637356152257,0,54.8834464443789,18,0.0174545454545455,0.000736377025036819,0.000766871165644172,0.00194552529182879,0.00194552529182879,0.0110456553755523,0,25652,0.00293685756240822,0.00149142431021626,0.00778210116731518,0.00389105058365759,0.0220264317180617,0.0223713646532438
"25025090300-2016","25025090300","2016",0.00778210116731518,29.2121569784597,5.31130126881086,0.00293685756240822,54.2933018589554,18,0.0220264317180617,0,0.000736377025036819,0,0.00194552529182879,0.0174545454545455,0.0110456553755523,30794,0.00149142431021626,NA,0.00389105058365759,NA,0.0223713646532438,NA
"25025090300-2017","25025090300","2017",0.00389105058365759,24.4910002950723,7.37680731779286,0.00149142431021626,48.3918560047212,18,0.0223713646532438,0.00293685756240822,0,0.00778210116731518,0,0.0220264317180617,0.0174545454545455,30878,NA,NA,NA,NA,NA,NA
"25025090400-2011","25025090400","2011",0.00127551020408163,22.135051835248,4.48304847296161,0.00078003120124805,35.8643877836929,18,0.00546021840873635,NA,NA,NA,NA,NA,NA,35093,0.00233100233100233,0.000775193798449612,0.0038265306122449,0.00127551020408163,0.013986013986014,0.00930232558139535
"25025090400-2012","25025090400","2012",0.0038265306122449,24.3187811309698,7.03193671256959,0.00233100233100233,39.8476413712277,18,0.013986013986014,0.00078003120124805,NA,0.00127551020408163,NA,0.00546021840873635,NA,32851,0.000775193798449612,0.00153256704980843,0.00127551020408163,0.00255102040816327,0.00930232558139535,0.0452107279693487
"25025090400-2013","25025090400","2013",0.00127551020408163,19.9243379571248,10.3404791929382,0.000775193798449612,55.4854981084489,18,0.00930232558139535,0.00233100233100233,0.00078003120124805,0.0038265306122449,0.00127551020408163,0.013986013986014,0.00546021840873635,31914,0.00153256704980843,0.00521609538002981,0.00255102040816327,0.00892857142857143,0.0452107279693487,0.0618479880774963
"25025090400-2014","25025090400","2014",0.00255102040816327,17.8656503096713,7.86088613625536,0.00153256704980843,37.1605526441162,18,0.0452107279693487,0.000775193798449612,0.00233100233100233,0.00127551020408163,0.0038265306122449,0.00930232558139535,0.013986013986014,35125,0.00521609538002981,0.0036231884057971,0.00892857142857143,0.00637755102040816,0.0618479880774963,0.0246376811594203
"25025090400-2015","25025090400","2015",0.00892857142857143,17.4013921113689,9.04872389791183,0.00521609538002981,41.5313225058005,18,0.0618479880774963,0.00153256704980843,0.000775193798449612,0.00255102040816327,0.00127551020408163,0.0452107279693487,0.00930232558139535,32150,0.0036231884057971,0.00359195402298851,0.00637755102040816,0.00637755102040816,0.0246376811594203,0.0502873563218391
"25025090400-2016","25025090400","2016",0.00637755102040816,15.3132250580046,6.72853828306265,0.0036231884057971,28.538283062645,18,0.0246376811594203,0.00521609538002981,0.00153256704980843,0.00892857142857143,0.00255102040816327,0.0618479880774963,0.0452107279693487,31031,0.00359195402298851,NA,0.00637755102040816,NA,0.0502873563218391,NA
"25025090400-2017","25025090400","2017",0.00637755102040816,14.6171693735499,3.7122969837587,0.00359195402298851,28.538283062645,18,0.0502873563218391,0.0036231884057971,0.00521609538002981,0.00637755102040816,0.00892857142857143,0.0246376811594203,0.0618479880774963,38750,NA,NA,NA,NA,NA,NA
"25025090600-2011","25025090600","2011",0,28.7384315635655,7.79347296639065,0,52.1188504627375,18,0,NA,NA,NA,NA,NA,NA,50167,0,0.00370828182941904,0,0.00501672240802676,0,0
"25025090600-2012","25025090600","2012",0,20.4859456884231,8.57551214864221,0,44.3068127679848,18,0,0,NA,0,NA,0,NA,47750,0.00370828182941904,0,0.00501672240802676,0,0,0
"25025090600-2013","25025090600","2013",0.00501672240802676,14.548566538297,9.4137783483098,0.00370828182941904,41.0783055198973,18,0,0,0,0,0,0,0,50640,0,0,0,0,0,0
"25025090600-2014","25025090600","2014",0,13.9480821387059,6.19914761720263,0,32.932971716389,18,0,0.00370828182941904,0,0.00501672240802676,0,0,0,40250,0,0.00579374275782155,0,0.00836120401337793,0,0.0741599073001159
"25025090600-2015","25025090600","2015",0,16.3800163800164,9.41850941850942,0,31.5315315315315,18,0,0,0.00370828182941904,0,0.00501672240802676,0,0,39489,0.00579374275782155,0.00237529691211401,0.00836120401337793,0.00334448160535117,0.0741599073001159,0.0593824228028504
"25025090600-2016","25025090600","2016",0.00836120401337793,22.5225225225225,7.37100737100737,0.00579374275782155,31.5315315315315,18,0.0741599073001159,0,0,0,0,0,0,40950,0.00237529691211401,NA,0.00334448160535117,NA,0.0593824228028504,NA
"25025090600-2017","25025090600","2017",0.00334448160535117,13.5135135135135,5.73300573300573,0.00237529691211401,28.2555282555283,18,0.0593824228028504,0.00579374275782155,0,0.00836120401337793,0,0.0741599073001159,0,39750,NA,NA,NA,NA,NA,NA
"25025090700-2011","25025090700","2011",0.00228310502283105,16.7799490229397,17.8419711129992,0.00100150225338007,34.8343245539507,7,0.00200300450676014,NA,NA,NA,NA,NA,NA,38789,0,0.00199203187250996,0,0.0045662100456621,0.00303490136570561,0.0049800796812749
"25025090700-2012","25025090700","2012",0,13.6353639762481,14.0752144270948,0,31.6692324609633,7,0.00303490136570561,0.00100150225338007,NA,0.00228310502283105,NA,0.00200300450676014,NA,53194,0.00199203187250996,0.0155388471177945,0.0045662100456621,0.0342465753424658,0.0049800796812749,0.068671679197995
"25025090700-2013","25025090700","2013",0.0045662100456621,16.2584001734229,22.7617602427921,0.00199203187250996,46.6074138304791,7,0.0049800796812749,0,0.00100150225338007,0,0.00228310502283105,0.00303490136570561,0.00200300450676014,54293,0.0155388471177945,0.0117647058823529,0.0342465753424658,0.0273972602739726,0.068671679197995,0.180882352941176
"25025090700-2014","25025090700","2014",0.0342465753424658,18.6854253682128,28.7975379204221,0.0155388471177945,45.7243350186854,7,0.068671679197995,0.00199203187250996,0,0.0045662100456621,0,0.0049800796812749,0.00303490136570561,51667,0.0117647058823529,0.0169407075236672,0.0273972602739726,0.0376712328767123,0.180882352941176,0.217737917289487
"25025090700-2015","25025090700","2015",0.0273972602739726,20.3397942091409,29.9114620722661,0.0117647058823529,36.8509212730318,7,0.180882352941176,0.0155388471177945,0.00199203187250996,0.0342465753424658,0.0045662100456621,0.068671679197995,0.0049800796812749,51885,0.0169407075236672,0.022189349112426,0.0376712328767123,0.045662100456621,0.217737917289487,0.244082840236686
"25025090700-2016","25025090700","2016",0.0376712328767123,20.5790859057191,25.1256281407035,0.0169407075236672,44.7475472601101,7,0.217737917289487,0.0117647058823529,0.0155388471177945,0.0273972602739726,0.0342465753424658,0.180882352941176,0.068671679197995,65273,0.022189349112426,NA,0.045662100456621,NA,0.244082840236686,NA
"25025090700-2017","25025090700","2017",0.045662100456621,14.836085187844,19.1433357262503,0.022189349112426,40.2010050251256,7,0.244082840236686,0.0169407075236672,0.0117647058823529,0.0376712328767123,0.0273972602739726,0.217737917289487,0.180882352941176,62358,NA,NA,NA,NA,NA,NA
"25025090901-2011","25025090901","2011",0,4.86431131592422,0.256016385048643,0,23.2974910394265,7,0,NA,NA,NA,NA,NA,NA,25523,0,0.00121580547112462,0,0.0689655172413793,0,0.00060790273556231
"25025090901-2012","25025090901","2012",0,3.51351351351351,2.16216216216216,0,25.4054054054054,7,0,0,NA,0,NA,0,NA,23224,0.00121580547112462,0.00489895897121862,0.0689655172413793,0.172413793103448,0.00060790273556231,0.00428658909981629
