"","CT_ID_10","year","parcelpct","privateconflict","socdis","udensity","violence","ISD_nbhd","rperunit","udensity_lag1","udensity_lag2","parcelpct_lag1","parcelpct_lag2","rperunit_lag1","rperunit_lag2","medincome","udensity_lead1","udensity_lead2","parcelpct_lead1","parcelpct_lead2","rperunit_lead1","rperunit_lead2"
"25025010300-2012","25025010300","2012",0.0111111111111111,2.30680507497117,1.53787004998078,0.00336700336700337,11.918492887351,9,0,0.003584229390681,NA,0.0111111111111111,NA,0,NA,26842,0.00338983050847458,0.00666666666666667,0.0111111111111111,0.0111111111111111,0,0.113333333333333
"25025010300-2013","25025010300","2013",0.0111111111111111,1.52875979361743,1.91094974202178,0.00338983050847458,7.64379896808714,9,0,0.00336700336700337,0.003584229390681,0.0111111111111111,0.0111111111111111,0,0,31250,0.00666666666666667,0.0192926045016077,0.0111111111111111,0.0444444444444444,0.113333333333333,1.03858520900322
"25025010300-2014","25025010300","2014",0.0111111111111111,1.30597014925373,2.79850746268657,0.00666666666666667,9.88805970149254,9,0.113333333333333,0.00338983050847458,0.00336700336700337,0.0111111111111111,0.0111111111111111,0,0,33359,0.0192926045016077,0.0163934426229508,0.0444444444444444,0.0444444444444444,1.03858520900322,1.28196721311475
"25025010300-2015","25025010300","2015",0.0444444444444444,1.29894228984969,0.92781592132121,0.0192926045016077,8.35034329189089,9,1.03858520900322,0.00666666666666667,0.00338983050847458,0.0111111111111111,0.0111111111111111,0.113333333333333,0,40000,0.0163934426229508,0.0134680134680135,0.0444444444444444,0.0333333333333333,1.28196721311475,1.08754208754209
"25025010300-2016","25025010300","2016",0.0444444444444444,1.67006865837818,1.11337910558545,0.0163934426229508,7.60809055483392,9,1.28196721311475,0.0192926045016077,0.00666666666666667,0.0444444444444444,0.0111111111111111,1.03858520900322,0.113333333333333,40662,0.0134680134680135,NA,0.0333333333333333,NA,1.08754208754209,NA
"25025010300-2017","25025010300","2017",0.0333333333333333,1.85563184264242,2.04119502690666,0.0134680134680135,8.53590647615513,9,1.08754208754209,0.0163934426229508,0.0192926045016077,0.0444444444444444,0.0444444444444444,1.28196721311475,1.03858520900322,36250,NA,NA,NA,NA,NA,NA
"25025010403-2011","25025010403","2011",0.0344827586206897,7.60193503800967,30.4077401520387,0.00144648023143684,31.4443676572218,9,0.0221793635486982,NA,NA,NA,NA,NA,NA,16786,0.000988142292490119,0.00406297613001524,0.0229885057471264,0.0804597701149425,0.0306324110671937,0.00253936008125952
"25025010403-2012","25025010403","2012",0.0229885057471264,5.46634779637854,59.7881790228903,0.000988142292490119,27.6733857191664,9,0.0306324110671937,0.00144648023143684,NA,0.0344827586206897,NA,0.0221793635486982,NA,15647,0.00406297613001524,0.00672182006204757,0.0804597701149425,0.103448275862069,0.00253936008125952,0.014994829369183
"25025010403-2013","25025010403","2013",0.0804597701149425,8,61.9130434782609,0.00406297613001524,25.7391304347826,9,0.00253936008125952,0.000988142292490119,0.00144648023143684,0.0229885057471264,0.0344827586206897,0.0306324110671937,0.0221793635486982,17186,0.00672182006204757,0.00818414322250639,0.103448275862069,0.126436781609195,0.014994829369183,0.0695652173913043
"25025010403-2014","25025010403","2014",0.103448275862069,5.15995872033024,39.9036807705538,0.00672182006204757,16.1678706570347,9,0.014994829369183,0.00406297613001524,0.000988142292490119,0.0804597701149425,0.0229885057471264,0.00253936008125952,0.0306324110671937,17009,0.00818414322250639,0.0174912543728136,0.126436781609195,0.310344827586207,0.0695652173913043,0.109445277361319
"25025010403-2015","25025010403","2015",0.126436781609195,6.27396305332869,29.6270477518299,0.00818414322250639,23.7016382014639,9,0.0695652173913043,0.00672182006204757,0.00406297613001524,0.103448275862069,0.0804597701149425,0.014994829369183,0.00253936008125952,25641,0.0174912543728136,0.0133070478068014,0.310344827586207,0.195402298850575,0.109445277361319,0.0951207491375062
"25025010403-2016","25025010403","2016",0.310344827586207,6.27396305332869,26.4900662251656,0.0174912543728136,25.7929592192402,9,0.109445277361319,0.00818414322250639,0.00672182006204757,0.126436781609195,0.103448275862069,0.0695652173913043,0.014994829369183,28351,0.0133070478068014,NA,0.195402298850575,NA,0.0951207491375062,NA
"25025010403-2017","25025010403","2017",0.195402298850575,8.71383757406762,23.7016382014639,0.0133070478068014,26.8386197281283,9,0.0951207491375062,0.0174912543728136,0.00818414322250639,0.310344827586207,0.126436781609195,0.109445277361319,0.0695652173913043,30500,NA,NA,NA,NA,NA,NA
"25025010404-2011","25025010404","2011",0.00578034682080925,4.44672481614503,3.93364118351291,0.000537923614846692,8.38036599965794,9,0,NA,NA,NA,NA,NA,NA,16735,0.00111482720178372,0.00177935943060498,0.0115606936416185,0.0173410404624277,0,0.0154211150652432
"25025010404-2012","25025010404","2012",0.0115606936416185,2.78503046127067,2.95909486510009,0.00111482720178372,8.52915578764143,9,0,0.000537923614846692,NA,0.00578034682080925,NA,0,NA,15274,0.00177935943060498,0.00694444444444444,0.0173410404624277,0.0635838150289017,0.0154211150652432,0.00946969696969697
"25025010404-2013","25025010404","2013",0.0173410404624277,2.70950261273466,3.87071801819237,0.00177935943060498,9.09618734275208,9,0.0154211150652432,0.00111482720178372,0.000537923614846692,0.0115606936416185,0.00578034682080925,0,0,16394,0.00694444444444444,0.00651890482398957,0.0635838150289017,0.0578034682080925,0.00946969696969697,0.107561929595828
"25025010404-2014","25025010404","2014",0.0635838150289017,4.5311268715524,3.54609929078014,0.00694444444444444,13.1993695823483,9,0.00946969696969697,0.00177935943060498,0.00111482720178372,0.0173410404624277,0.0115606936416185,0.0154211150652432,0,20172,0.00651890482398957,0.0179521276595745,0.0578034682080925,0.127167630057803,0.107561929595828,0.211436170212766
"25025010404-2015","25025010404","2015",0.0578034682080925,4.28515777171796,2.72691858200234,0.00651890482398957,7.79119594857811,9,0.107561929595828,0.00694444444444444,0.00177935943060498,0.0635838150289017,0.0173410404624277,0.00946969696969697,0.0154211150652432,19572,0.0179521276595745,0.0214236351071182,0.127167630057803,0.15028901734104,0.211436170212766,0.165860400829302
"25025010404-2016","25025010404","2016",0.127167630057803,3.89559797428905,2.72691858200234,0.0179521276595745,10.7128944292949,9,0.211436170212766,0.00651890482398957,0.00694444444444444,0.0578034682080925,0.0635838150289017,0.107561929595828,0.00946969696969697,19595,0.0214236351071182,NA,0.15028901734104,NA,0.165860400829302,NA
"25025010404-2017","25025010404","2017",0.15028901734104,3.50603817686015,4.28515777171796,0.0214236351071182,7.59641604986365,9,0.165860400829302,0.0179521276595745,0.00651890482398957,0.127167630057803,0.0578034682080925,0.211436170212766,0.107561929595828,22930,NA,NA,NA,NA,NA,NA
"25025010405-2011","25025010405","2011",0.00854700854700855,2.49021700462469,3.91319815012451,0.000970873786407767,17.0757737459979,9,0,NA,NA,NA,NA,NA,NA,13580,0,0.00101317122593718,0,0.00854700854700855,0,0
"25025010405-2012","25025010405","2012",0,1.54798761609907,2.40798073615411,0,18.0598555211558,9,0,0.000970873786407767,NA,0.00854700854700855,NA,0,NA,12921,0.00101317122593718,0.00213447171824973,0.00854700854700855,0.0170940170940171,0,0
"25025010405-2013","25025010405","2013",0.00854700854700855,2.35412813183118,2.85858416008071,0.00101317122593718,16.1425929039852,9,0,0,0.000970873786407767,0,0.00854700854700855,0,0,15541,0.00213447171824973,0.0043010752688172,0.0170940170940171,0.0341880341880342,0,0.010752688172043
"25025010405-2014","25025010405","2014",0.0170940170940171,2.8262676641729,2.8262676641729,0.00213447171824973,15.7938487115544,9,0,0.00101317122593718,0,0.00854700854700855,0,0,0,13488,0.0043010752688172,0.00971922246220302,0.0341880341880342,0.0683760683760684,0.010752688172043,0.14902807775378
"25025010405-2015","25025010405","2015",0.0341880341880342,1.80891300772899,1.31557309653018,0.0043010752688172,16.1157704324947,9,0.010752688172043,0.00213447171824973,0.00101317122593718,0.0170940170940171,0.00854700854700855,0,0,16993,0.00971922246220302,0.0104931794333683,0.0683760683760684,0.0769230769230769,0.14902807775378,0.165792235047219
"25025010405-2016","25025010405","2016",0.0683760683760684,4.60450583785562,1.97335964479526,0.00971922246220302,10.1956914981089,9,0.14902807775378,0.0043010752688172,0.00213447171824973,0.0341880341880342,0.0170940170940171,0.010752688172043,0,19395,0.0104931794333683,NA,0.0769230769230769,NA,0.165792235047219,NA
"25025010405-2017","25025010405","2017",0.0769230769230769,2.46669955599408,1.64446637066272,0.0104931794333683,13.320177602368,9,0.165792235047219,0.00971922246220302,0.0043010752688172,0.0683760683760684,0.0341880341880342,0.14902807775378,0.010752688172043,19267,NA,NA,NA,NA,NA,NA
"25025010408-2011","25025010408","2011",0.0263157894736842,3.39904826648538,3.39904826648538,0.00203665987780041,11.5567641060503,9,0,NA,NA,NA,NA,NA,NA,51078,0.00106382978723404,0.00317796610169492,0.0263157894736842,0.0789473684210526,0,0.0148305084745763
"25025010408-2012","25025010408","2012",0.0263157894736842,3.3178500331785,8.6264100862641,0.00106382978723404,9.2899800928998,9,0,0.00203665987780041,NA,0.0263157894736842,NA,0,NA,51053,0.00317796610169492,0.00527426160337553,0.0789473684210526,0.131578947368421,0.0148305084745763,0.0643459915611814
"25025010408-2013","25025010408","2013",0.0789473684210526,3.36927223719677,6.06469002695418,0.00317796610169492,12.1293800539084,9,0.0148305084745763,0.00106382978723404,0.00203665987780041,0.0263157894736842,0.0263157894736842,0,0,62619,0.00527426160337553,0.00622406639004149,0.131578947368421,0.157894736842105,0.0643459915611814,0.0612033195020747
"25025010408-2014","25025010408","2014",0.131578947368421,3.54609929078014,4.9645390070922,0.00527426160337553,6.38297872340426,9,0.0643459915611814,0.00317796610169492,0.00106382978723404,0.0789473684210526,0.0263157894736842,0.0148305084745763,0,65000,0.00622406639004149,0.00325027085590466,0.157894736842105,0.0789473684210526,0.0612033195020747,0.133261105092091
"25025010408-2015","25025010408","2015",0.157894736842105,2.17233888486604,0.724112961622013,0.00622406639004149,11.5858073859522,9,0.0612033195020747,0.00527426160337553,0.00317796610169492,0.131578947368421,0.0789473684210526,0.0643459915611814,0.0148305084745763,61806,0.00325027085590466,0.0139935414424112,0.0789473684210526,0.263157894736842,0.133261105092091,0.0958019375672766
"25025010408-2016","25025010408","2016",0.0789473684210526,8.68935553946416,3.62056480811006,0.00325027085590466,19.5510499637944,9,0.133261105092091,0.00622406639004149,0.00527426160337553,0.157894736842105,0.131578947368421,0.0612033195020747,0.0643459915611814,63036,0.0139935414424112,NA,0.263157894736842,NA,0.0958019375672766,NA
"25025010408-2017","25025010408","2017",0.263157894736842,5.06879073135409,5.7929036929761,0.0139935414424112,8.68935553946416,9,0.0958019375672766,0.00325027085590466,0.00622406639004149,0.0789473684210526,0.157894736842105,0.133261105092091,0.0612033195020747,65893,NA,NA,NA,NA,NA,NA
"25025010500-2011","25025010500","2011",0.00840336134453781,5.93564511090284,5.6232427366448,0.00113636363636364,14.6829115901281,9,0,NA,NA,NA,NA,NA,NA,42099,0.00280269058295964,0.00457142857142857,0.0210084033613445,0.0294117647058824,0,0.0108571428571429
"25025010500-2012","25025010500","2012",0.0210084033613445,4.83091787439614,10.2657004830918,0.00280269058295964,11.4734299516908,9,0,0.00113636363636364,NA,0.00840336134453781,NA,0,NA,39628,0.00457142857142857,0.00462962962962963,0.0294117647058824,0.0294117647058824,0.0108571428571429,0.0376157407407407
"25025010500-2013","25025010500","2013",0.0294117647058824,7.5007500750075,7.8007800780078,0.00457142857142857,9.000900090009,9,0.0108571428571429,0.00280269058295964,0.00113636363636364,0.0210084033613445,0.00840336134453781,0,0,40750,0.00462962962962963,0.00807381776239908,0.0294117647058824,0.046218487394958,0.0376157407407407,0.129757785467128
"25025010500-2014","25025010500","2014",0.0294117647058824,7.85261250377529,30.8064028994262,0.00462962962962963,19.0274841437632,9,0.0376157407407407,0.00457142857142857,0.00280269058295964,0.0294117647058824,0.0210084033613445,0.0108571428571429,0,40771,0.00807381776239908,0.0139453805926787,0.046218487394958,0.0840336134453782,0.129757785467128,0.21034282393957
"25025010500-2015","25025010500","2015",0.046218487394958,8.84694780300796,49.5429076968446,0.00807381776239908,22.4122677676202,9,0.129757785467128,0.00462962962962963,0.00457142857142857,0.0294117647058824,0.0294117647058824,0.0376157407407407,0.0108571428571429,43182,0.0139453805926787,0.0231507622811971,0.0840336134453782,0.130252100840336,0.21034282393957,0.356295878035008
"25025010500-2016","25025010500","2016",0.0840336134453782,6.19286346210557,23.296962547921,0.0139453805926787,25.6561486287231,9,0.21034282393957,0.00807381776239908,0.00462962962962963,0.046218487394958,0.0294117647058824,0.129757785467128,0.0376157407407407,44333,0.0231507622811971,NA,0.130252100840336,NA,0.356295878035008,NA
"25025010500-2017","25025010500","2017",0.130252100840336,10.3214391035093,22.1173695075199,0.0231507622811971,23.0020642878207,9,0.356295878035008,0.0139453805926787,0.00807381776239908,0.0840336134453782,0.046218487394958,0.21034282393957,0.129757785467128,51219,NA,NA,NA,NA,NA,NA
"25025010600-2011","25025010600","2011",0,8.76552227903579,22.6442658875091,0,74.1417092768444,2,0.00783929446349829,NA,NA,NA,NA,NA,NA,75547,0.00191113234591495,0.0171673819742489,0.0412371134020619,0.216494845360825,0.0114667940754897,0.0252742012398665
"25025010600-2012","25025010600","2012",0.0412371134020619,8.14736096351399,15.5862557562876,0.00191113234591495,50.3010981225646,2,0.0114667940754897,0,NA,0,NA,0.00783929446349829,NA,84097,0.0171673819742489,0.0123047799337435,0.216494845360825,0.154639175257732,0.0252742012398665,0.0690960719356365
"25025010600-2013","25025010600","2013",0.216494845360825,9.56149027365645,16.4853280580284,0.0171673819742489,54.071876030333,2,0.0252742012398665,0.00191113234591495,0,0.0412371134020619,0,0.0114667940754897,0.00783929446349829,86250,0.0123047799337435,0.0175664095972579,0.154639175257732,0.268041237113402,0.0690960719356365,0.151242502142245
"25025010600-2014","25025010600","2014",0.154639175257732,6.99300699300699,26.0648442466624,0.0123047799337435,73.744437380801,2,0.0690960719356365,0.0171673819742489,0.00191113234591495,0.216494845360825,0.0412371134020619,0.0252742012398665,0.0114667940754897,85726,0.0175664095972579,0.030340303403034,0.268041237113402,0.34020618556701,0.151242502142245,0.203772037720377
"25025010600-2015","25025010600","2015",0.268041237113402,12.4720179085385,23.3450591621362,0.0175664095972579,61.4007035497282,2,0.151242502142245,0.0123047799337435,0.0171673819742489,0.154639175257732,0.216494845360825,0.0690960719356365,0.0252742012398665,93482,0.030340303403034,0.031063321385902,0.34020618556701,0.298969072164948,0.203772037720377,0.317801672640382
"25025010600-2016","25025010600","2016",0.34020618556701,5.75631595778702,22.0658778381836,0.030340303403034,64.2788615286217,2,0.203772037720377,0.0175664095972579,0.0123047799337435,0.268041237113402,0.154639175257732,0.151242502142245,0.0690960719356365,97988,0.031063321385902,NA,0.298969072164948,NA,0.317801672640382,NA
"25025010600-2017","25025010600","2017",0.298969072164948,9.59385992964503,27.5023984649824,0.031063321385902,79.6290374160537,2,0.317801672640382,0.030340303403034,0.0175664095972579,0.34020618556701,0.268041237113402,0.203772037720377,0.151242502142245,90848,NA,NA,NA,NA,NA,NA
"25025010701-2011","25025010701","2011",0.0363036303630363,8.18833162743091,27.9767997270556,0.00654761904761905,38.2122142613443,2,0.0136904761904762,NA,NA,NA,NA,NA,NA,98786,0.00538277511961723,0.00940623162845385,0.0297029702970297,0.0495049504950495,0.00956937799043062,0.0223398001175779
"25025010701-2012","25025010701","2012",0.0297029702970297,7.44752877454299,29.113067027759,0.00538277511961723,25.3893026404875,2,0.00956937799043062,0.00654761904761905,NA,0.0363036303630363,NA,0.0136904761904762,NA,95333,0.00940623162845385,0.0254287403903016,0.0495049504950495,0.118811881188119,0.0223398001175779,0.0549970431697221
"25025010701-2013","25025010701","2013",0.0495049504950495,11.6814159292035,31.1504424778761,0.00940623162845385,38.9380530973451,2,0.0223398001175779,0.00538277511961723,0.00654761904761905,0.0297029702970297,0.0363036303630363,0.00956937799043062,0.0136904761904762,99234,0.0254287403903016,0.02389486260454,0.118811881188119,0.115511551155116,0.0549970431697221,0.22520908004779
"25025010701-2014","25025010701","2014",0.118811881188119,6.44468313641246,24.3465807375582,0.0254287403903016,40.8163265306122,2,0.0549970431697221,0.00940623162845385,0.00538277511961723,0.0495049504950495,0.0297029702970297,0.0223398001175779,0.00956937799043062,99307,0.02389486260454,0.0378922439313203,0.115511551155116,0.155115511551155,0.22520908004779,0.502072232089994
"25025010701-2015","25025010701","2015",0.115511551155116,8.49963045084996,20.3252032520325,0.02389486260454,31.0421286031042,2,0.22520908004779,0.0254287403903016,0.00940623162845385,0.118811881188119,0.0495049504950495,0.0549970431697221,0.0223398001175779,98595,0.0378922439313203,0.0488676996424315,0.155115511551155,0.198019801980198,0.502072232089994,0.683551847437425
"25025010701-2016","25025010701","2016",0.155115511551155,11.0864745011086,24.0206947524021,0.0378922439313203,31.4116777531412,2,0.502072232089994,0.02389486260454,0.0254287403903016,0.115511551155116,0.118811881188119,0.22520908004779,0.0549970431697221,101117,0.0488676996424315,NA,0.198019801980198,NA,0.683551847437425,NA
"25025010701-2017","25025010701","2017",0.198019801980198,16.9992609016999,27.3466371027347,0.0488676996424315,32.520325203252,2,0.683551847437425,0.0378922439313203,0.02389486260454,0.155115511551155,0.115511551155116,0.502072232089994,0.22520908004779,104973,NA,NA,NA,NA,NA,NA
"25025010702-2011","25025010702","2011",0.00867052023121387,12.7280441238863,64.4887568943572,0.00186335403726708,88.2477725922783,2,0.0031055900621118,NA,NA,NA,NA,NA,NA,90068,0.00453367875647668,0.00310752019888129,0.0202312138728324,0.0144508670520231,0.00971502590673575,0.0142945929148539
"25025010702-2012","25025010702","2012",0.0202312138728324,10.6863953966297,45.6226880394575,0.00453367875647668,69.4615700780929,2,0.00971502590673575,0.00186335403726708,NA,0.00867052023121387,NA,0.0031055900621118,NA,93828,0.00310752019888129,0.0119118522930316,0.0144508670520231,0.0491329479768786,0.0142945929148539,0.0530077427039905
"25025010702-2013","25025010702","2013",0.0144508670520231,8.99427636958299,52.7391659852821,0.00310752019888129,104.66067048242,2,0.0142945929148539,0.00453367875647668,0.00186335403726708,0.0202312138728324,0.00867052023121387,0.00971502590673575,0.0031055900621118,106250,0.0119118522930316,0.014475271411339,0.0491329479768786,0.0578034682080925,0.0530077427039905,0.155609167671894
"25025010702-2014","25025010702","2014",0.0491329479768786,14.0788415124698,45.4545454545455,0.0119118522930316,103.781174577635,2,0.0530077427039905,0.00310752019888129,0.00453367875647668,0.0144508670520231,0.0202312138728324,0.0142945929148539,0.00971502590673575,111923,0.014475271411339,0.0175757575757576,0.0578034682080925,0.0722543352601156,0.155609167671894,0.251515151515152
"25025010702-2015","25025010702","2015",0.0578034682080925,11.9829918824894,47.9319675299575,0.014475271411339,71.5114031696946,2,0.155609167671894,0.0119118522930316,0.00310752019888129,0.0491329479768786,0.0144508670520231,0.0530077427039905,0.0142945929148539,118508,0.0175757575757576,0.029236276849642,0.0722543352601156,0.115606936416185,0.251515151515152,0.363961813842482
"25025010702-2016","25025010702","2016",0.0722543352601156,13.5291843834557,37.4951681484345,0.0175757575757576,87.7464244298415,2,0.251515151515152,0.014475271411339,0.0119118522930316,0.0578034682080925,0.0491329479768786,0.155609167671894,0.0530077427039905,121553,0.029236276849642,NA,0.115606936416185,NA,0.363961813842482,NA
"25025010702-2017","25025010702","2017",0.115606936416185,11.2098956320062,53.3436412833398,0.029236276849642,98.5697719366061,2,0.363961813842482,0.0175757575757576,0.014475271411339,0.0722543352601156,0.0578034682080925,0.251515151515152,0.155609167671894,132115,NA,NA,NA,NA,NA,NA
"25025010801-2011","25025010801","2011",0.00843881856540084,3.4396497811132,1.56347717323327,0.00107933081489477,5.00312695434647,2,0.0032379924446843,NA,NA,NA,NA,NA,NA,154402,0.0070999453850355,0.00264550264550265,0.0548523206751055,0.0210970464135021,0.0398689240851993,0.0671957671957672
"25025010801-2012","25025010801","2012",0.0548523206751055,3.98895366676895,2.1478981282602,0.0070999453850355,3.37526848726603,2,0.0398689240851993,0.00107933081489477,NA,0.00843881856540084,NA,0.0032379924446843,NA,158125,0.00264550264550265,0.00806451612903226,0.0210970464135021,0.0632911392405063,0.0671957671957672,0.079133064516129
"25025010801-2013","25025010801","2013",0.0210970464135021,4.8527984471045,0.647039792947266,0.00264550264550265,4.20575865415723,2,0.0671957671957672,0.0070999453850355,0.00107933081489477,0.0548523206751055,0.00843881856540084,0.0398689240851993,0.0032379924446843,131136,0.00806451612903226,0.00910931174089069,0.0632911392405063,0.0717299578059072,0.079133064516129,0.17914979757085
"25025010801-2014","25025010801","2014",0.0632911392405063,5.5333538272364,2.15185982170304,0.00806451612903226,4.61112818936366,2,0.079133064516129,0.00264550264550265,0.0070999453850355,0.0210970464135021,0.0548523206751055,0.0671957671957672,0.0398689240851993,125417,0.00910931174089069,0.0184630738522954,0.0717299578059072,0.151898734177215,0.17914979757085,0.332335329341317
"25025010801-2015","25025010801","2015",0.0717299578059072,4.68164794007491,2.49687890137328,0.00910931174089069,5.93008739076155,2,0.17914979757085,0.00806451612903226,0.00264550264550265,0.0632911392405063,0.0210970464135021,0.079133064516129,0.0671957671957672,103203,0.0184630738522954,0.0250878073256397,0.151898734177215,0.177215189873418,0.332335329341317,0.458605117912694
"25025010801-2016","25025010801","2016",0.151898734177215,6.24219725343321,1.24843945068664,0.0184630738522954,5.61797752808989,2,0.332335329341317,0.00910931174089069,0.00806451612903226,0.0717299578059072,0.0632911392405063,0.17914979757085,0.079133064516129,118590,0.0250878073256397,NA,0.177215189873418,NA,0.458605117912694,NA
"25025010801-2017","25025010801","2017",0.177215189873418,4.05742821473159,2.80898876404494,0.0250878073256397,3.74531835205992,2,0.458605117912694,0.0184630738522954,0.00910931174089069,0.151898734177215,0.0717299578059072,0.332335329341317,0.17914979757085,112893,NA,NA,NA,NA,NA,NA
"25025010802-2011","25025010802","2011",0.01875,4.59468329504431,4.26649163111257,0.00338983050847458,8.86117492615688,2,0.00242130750605327,NA,NA,NA,NA,NA,NA,88370,0.00637880274779195,0.00555555555555556,0.040625,0.034375,0.0304219823356232,0.0772727272727273
"25025010802-2012","25025010802","2012",0.040625,6.04432505036938,2.35057085292142,0.00637880274779195,8.73069173942243,2,0.0304219823356232,0.00338983050847458,NA,0.01875,NA,0.00242130750605327,NA,91324,0.00555555555555556,0.00919305413687436,0.034375,0.053125,0.0772727272727273,0.127170582226762
"25025010802-2013","25025010802","2013",0.034375,8.42400842400842,6.31800631800632,0.00555555555555556,3.51000351000351,2,0.0772727272727273,0.00637880274779195,0.00338983050847458,0.040625,0.01875,0.0304219823356232,0.00242130750605327,94298,0.00919305413687436,0.0117130307467057,0.053125,0.071875,0.127170582226762,0.256710590531967
"25025010802-2014","25025010802","2014",0.053125,5.69259962049336,2.53004427577483,0.00919305413687436,4.11132194813409,2,0.127170582226762,0.00555555555555556,0.00637880274779195,0.034375,0.040625,0.0772727272727273,0.0304219823356232,102773,0.0117130307467057,0.0167597765363128,0.071875,0.103125,0.256710590531967,0.298417132216015
"25025010802-2015","25025010802","2015",0.071875,5.37804492249288,2.21448908573236,0.0117130307467057,4.74533375514078,2,0.256710590531967,0.00919305413687436,0.00555555555555556,0.053125,0.034375,0.127170582226762,0.0772727272727273,107202,0.0167597765363128,0.0275186567164179,0.103125,0.159375,0.298417132216015,0.430037313432836
"25025010802-2016","25025010802","2016",0.103125,6.95982284087314,2.84720025308447,0.0167597765363128,5.06168933881683,2,0.298417132216015,0.0117130307467057,0.00919305413687436,0.071875,0.053125,0.256710590531967,0.127170582226762,118125,0.0275186567164179,NA,0.159375,NA,0.430037313432836,NA
"25025010802-2017","25025010802","2017",0.159375,5.37804492249288,1.89813350205631,0.0275186567164179,3.16355583676052,2,0.430037313432836,0.0167597765363128,0.0117130307467057,0.103125,0.071875,0.298417132216015,0.256710590531967,127188,NA,NA,NA,NA,NA,NA
"25025020101-2011","25025020101","2011",0.0238429172510519,4.74170202146244,4.24257549288745,0.00656757690978223,9.73296730721238,4,0.00414794331144141,NA,NA,NA,NA,NA,NA,94390,0.00482259731312435,0.00830162573503978,0.0196353436185133,0.032258064516129,0.0124009645194626,0.036319612590799
"25025020101-2012","25025020101","2012",0.0196353436185133,4.85319097306479,3.39723368114535,0.00482259731312435,7.03712691094395,4,0.0124009645194626,0.00656757690978223,NA,0.0238429172510519,NA,0.00414794331144141,NA,96847,0.00830162573503978,0.0122036262203626,0.032258064516129,0.0476858345021038,0.036319612590799,0.139470013947001
"25025020101-2013","25025020101","2013",0.032258064516129,4.30253623188406,4.30253623188406,0.00830162573503978,7.2463768115942,4,0.036319612590799,0.00482259731312435,0.00656757690978223,0.0196353436185133,0.0238429172510519,0.0124009645194626,0.00414794331144141,97062,0.0122036262203626,0.0152937087243657,0.0476858345021038,0.0561009817671809,0.139470013947001,0.286757038581856
"25025020101-2014","25025020101","2014",0.0476858345021038,8.37483023992757,4.753282028067,0.0122036262203626,9.28021729289271,4,0.139470013947001,0.00830162573503978,0.00482259731312435,0.032258064516129,0.0196353436185133,0.036319612590799,0.0124009645194626,99456,0.0152937087243657,0.0283315844700944,0.0561009817671809,0.102384291725105,0.286757038581856,0.414830360265827
"25025020101-2015","25025020101","2015",0.0561009817671809,6.5173116089613,2.03665987780041,0.0152937087243657,5.29531568228106,4,0.286757038581856,0.0122036262203626,0.00830162573503978,0.0476858345021038,0.032258064516129,0.139470013947001,0.036319612590799,104085,0.0283315844700944,0.038173142467621,0.102384291725105,0.138849929873773,0.414830360265827,0.660531697341513
"25025020101-2016","25025020101","2016",0.102384291725105,5.90631364562118,3.66598778004073,0.0283315844700944,4.4806517311609,4,0.414830360265827,0.0152937087243657,0.0122036262203626,0.0561009817671809,0.0476858345021038,0.286757038581856,0.139470013947001,107019,0.038173142467621,NA,0.138849929873773,NA,0.660531697341513,NA
"25025020101-2017","25025020101","2017",0.138849929873773,7.53564154786151,3.86965376782077,0.038173142467621,3.86965376782077,4,0.660531697341513,0.0283315844700944,0.0152937087243657,0.102384291725105,0.0561009817671809,0.414830360265827,0.286757038581856,109455,NA,NA,NA,NA,NA,NA
"25025020200-2011","25025020200","2011",0.0180995475113122,5.35850982393468,7.6550140341924,0.00333055786844296,15.820362337331,4,0,NA,NA,NA,NA,NA,NA,66944,0.00580431177446103,0.00877926421404682,0.0316742081447964,0.0452488687782805,0,0.0146321070234114
"25025020200-2012","25025020200","2012",0.0316742081447964,5.37359263050154,9.72364380757421,0.00580431177446103,11.7707267144319,4,0,0.00333055786844296,NA,0.0180995475113122,NA,0,NA,71875,0.00877926421404682,0.0149750415973378,0.0452488687782805,0.0769230769230769,0.0146321070234114,0.134359400998336
"25025020200-2013","25025020200","2013",0.0452488687782805,9.50179763739086,14.3810991268618,0.00877926421404682,13.0970724191063,4,0.0146321070234114,0.00580431177446103,0.00333055786844296,0.0316742081447964,0.0180995475113122,0,0,74300,0.0149750415973378,0.0204935173567545,0.0769230769230769,0.0927601809954751,0.134359400998336,0.436219155165203
"25025020200-2014","25025020200","2014",0.0769230769230769,5.81702802749868,11.1052353252247,0.0149750415973378,13.7493389740878,4,0.134359400998336,0.00877926421404682,0.00580431177446103,0.0452488687782805,0.0316742081447964,0.0146321070234114,0,75197,0.0204935173567545,0.026006711409396,0.0927601809954751,0.124434389140271,0.436219155165203,0.483221476510067
"25025020200-2015","25025020200","2015",0.0927601809954751,6.337470293108,11.8827567995775,0.0204935173567545,8.44996039081067,4,0.436219155165203,0.0149750415973378,0.00877926421404682,0.0769230769230769,0.0452488687782805,0.134359400998336,0.0146321070234114,74800,0.026006711409396,0.0392239561366512,0.124434389140271,0.176470588235294,0.483221476510067,0.722479966258962
